"","Cancer Site","Year","Tumour Type","Age","Region","Gender","Deprivation","Ethnicity - White","Ethnicity - Asian excl Chinese","Ethnicity - Black","Ethnicity - Chinese","Ethnicity - Mixed","Ethnicity - Other","Ethnicity - Unknown","Deprivation quintile 1 - most deprived","Deprivation quintile 2","Deprivation quintile 3","Deprivation quintile 4","Deprivation quintile 5 - least deprived","Death Certificate Only","Kaplan-Meier survival 36m"
"9311","Skin tumours","2019-2021","Skin cancer","Age 40+","South West","Female","All","231","1","0","0","0","1","26","22","56","61","64","56",".a",".j"
"9312","Skin tumours","2019-2021","Skin cancer","Age 40+","South West","Male","All","364","0","0","0","0","3","45","42","91","101","95","83",".a",".j"
"9313","Skin tumours","2019-2021","Skin cancer","Age 40+","East of England","Female","All","284","0","0","0","0","4","23","22","49","77","74","89",".a",".j"
"9314","Skin tumours","2019-2021","Skin cancer","Age 40+","East of England","Male","All","666","0","1","0","2","7","27","45","99","163","195","201",".a",".j"
"9315","Skin tumours","2019-2021","Skin cancer","Age 40+","London","Female","All","201","1","0","0","1","4","13","21","46","46","50","57",".a",".j"
"9316","Skin tumours","2019-2021","Skin cancer","Age 40+","London","Male","All","321","2","0","0","2","9","16","25","75","64","96","90",".a",".j"
"9317","Skin tumours","2019-2021","Skin cancer","Age 40+","Midlands","Female","All","454","0","0","0","0","1","29","57","72","88","139","128",".a",".j"
"9318","Skin tumours","2019-2021","Skin cancer","Age 40+","Midlands","Male","All","900","3","0","1","4","1","81","113","148","234","244","251",".a",".j"
"9319","Skin tumours","2019-2021","Skin cancer","Age 40+","North East and Yorkshire","Female","All","388","0","0","0","0","0","26","86","80","78","88","82",".a",".j"
"9320","Skin tumours","2019-2021","Skin cancer","Age 40+","North East and Yorkshire","Male","All","757","1","0","0","0","1","48","147","118","159","211","172",".a",".j"
"9321","Skin tumours","2019-2021","Skin cancer","Age 40+","North West","Female","All","364","0","1","0","2","1","11","88","60","65","79","87",".a",".j"
"9322","Skin tumours","2019-2021","Skin cancer","Age 40+","North West","Male","All","691","0","2","0","0","1","22","155","95","132","178","156",".a",".j"
"9323","Skin tumours","2019-2021","Skin cancer","Age 40+","South East","Female","All","480","0","0","0","0","2","79","32","72","105","132","220",".a",".j"
"9324","Skin tumours","2019-2021","Skin cancer","Age 40+","South East","Male","All","1039","2","1","0","0","5","98","55","103","230","289","468",".a",".j"
"9325","Skin tumours","2019-2021","Skin cancer","Age 40+","South West","Female","All","474","0","0","0","0","1","35","41","94","135","133","107",".a",".j"
"9326","Skin tumours","2019-2021","Skin cancer","Age 40+","South West","Male","All","807","1","0","0","0","3","66","55","159","244","222","197",".a",".j"
"9327","Skin tumours","2019-2021","Skin cancer","Age 40+","East of England","Female","All","749","0","0","0","4","5","43","57","115","215","184","230",".a",".j"
"9328","Skin tumours","2019-2021","Skin cancer","Age 40+","East of England","Male","All","846","0","1","0","3","7","28","51","139","215","218","262",".a",".j"
"9329","Skin tumours","2019-2021","Skin cancer","Age 40+","London","Female","All","413","2","1","2","0","7","9","49","78","98","103","106",".a",".j"
"9330","Skin tumours","2019-2021","Skin cancer","Age 40+","London","Male","All","446","0","0","1","2","14","15","44","70","101","126","137",".a",".j"
"9331","Skin tumours","2019-2021","Skin cancer","Age 40+","Midlands","Female","All","983","2","1","1","1","1","43","140","173","233","274","212",".a",".j"
"9332","Skin tumours","2019-2021","Skin cancer","Age 40+","Midlands","Male","All","1211","1","0","0","1","4","53","140","165","270","373","322",".a",".j"
"9333","Skin tumours","2019-2021","Skin cancer","Age 40+","North East and Yorkshire","Female","All","847","2","0","0","0","2","30","173","166","149","205","188",".a",".j"
"9334","Skin tumours","2019-2021","Skin cancer","Age 40+","North East and Yorkshire","Male","All","1028","0","0","0","1","1","32","190","162","217","274","219",".a",".j"
"9335","Skin tumours","2019-2021","Skin cancer","Age 40+","North West","Female","All","737","1","0","1","1","0","23","172","123","132","170","166",".a",".j"
"9336","Skin tumours","2019-2021","Skin cancer","Age 40+","North West","Male","All","823","0","2","0","0","0","10","154","134","127","196","224",".a",".j"
"9337","Skin tumours","2019-2021","Skin cancer","Age 40+","South East","Female","All","1244","0","1","0","1","4","85","67","144","255","350","519",".a",".j"
"9338","Skin tumours","2019-2021","Skin cancer","Age 40+","South East","Male","All","1377","0","1","0","0","6","76","63","143","275","378","601",".a",".j"
"9339","Skin tumours","2019-2021","Skin cancer","Age 40+","South West","Female","All","906","0","0","0","1","7","55","70","199","250","241","209",".a",".j"
"9340","Skin tumours","2019-2021","Skin cancer","Age 40+","South West","Male","All","1074","1","1","0","0","1","39","61","195","296","287","277",".a",".j"
"9341","Skin tumours","2019-2021","Skin cancer","Age 40+","East of England","Female","All","142","0","0","0","0","1","22","7","22","40","51","45",".a",".j"
"9342","Skin tumours","2019-2021","Skin cancer","Age 40+","East of England","Male","All","180","2","0","0","1","2","20","19","31","47","59","49",".a",".j"
"9343","Skin tumours","2019-2021","Skin cancer","Age 40+","Midlands","Female","All","187","0","0","0","0","1","14","35","27","41","50","49",".a",".j"
"9344","Skin tumours","2019-2021","Skin cancer","Age 40+","Midlands","Male","All","262","1","0","0","2","0","37","61","41","62","71","67",".a",".j"
"9345","Skin tumours","2019-2021","Skin cancer","Age 40+","North East and Yorkshire","Female","All","189","0","0","0","0","0","13","49","31","42","44","36",".a",".j"
"9346","Skin tumours","2019-2021","Skin cancer","Age 40+","North East and Yorkshire","Male","All","262","0","2","0","0","0","15","82","47","51","58","41",".a",".j"
"9347","Skin tumours","2019-2021","Skin cancer","Age 40+","North West","Female","All","180","0","0","0","0","0","8","40","31","21","46","50",".a",".j"
"9348","Skin tumours","2019-2021","Skin cancer","Age 40+","North West","Male","All","222","1","0","0","0","0","22","75","44","39","49","38",".a",".j"
"9349","Skin tumours","2019-2021","Skin cancer","Age 40+","South East","Female","All","249","0","0","0","0","2","56","19","29","73","69","117",".a",".j"
"9350","Skin tumours","2019-2021","Skin cancer","Age 40+","South East","Male","All","300","1","1","0","0","3","65","28","47","73","112","110",".a",".j"
"9351","Skin tumours","2019-2021","Skin cancer","Age 40+","South West","Female","All","234","0","0","0","0","3","28","18","76","57","56","58",".a",".j"
"9352","Skin tumours","2019-2021","Skin cancer","Age 40+","South West","Male","All","246","1","0","0","0","2","35","20","67","74","74","49",".a",".j"
"9353","Skin tumours","2019-2021","Skin cancer","Age 40+","East of England","Female","All","239","0","0","0","0","0","23","19","42","53","63","85",".a",".j"
"9354","Skin tumours","2019-2021","Skin cancer","Age 40+","East of England","Male","All","338","0","0","0","0","1","16","23","55","82","86","109",".a",".j"
"9355","Skin tumours","2019-2021","Skin cancer","Age 40+","Midlands","Female","All","299","0","0","0","1","0","24","39","50","78","82","75",".a",".j"
"9356","Skin tumours","2019-2021","Skin cancer","Age 40+","Midlands","Male","All","479","2","0","0","0","1","24","58","84","122","129","113",".a",".j"
"9357","Skin tumours","2019-2021","Skin cancer","Age 40+","North East and Yorkshire","Female","All","245","0","0","0","0","0","11","48","36","53","52","67",".a",".j"
"9358","Skin tumours","2019-2021","Skin cancer","Age 40+","North East and Yorkshire","Male","All","377","0","0","0","0","2","15","71","69","81","83","90",".a",".j"
"9359","Skin tumours","2019-2021","Skin cancer","Age 40+","North West","Female","All","243","1","0","0","0","1","14","41","28","55","76","59",".a",".j"
"9360","Skin tumours","2019-2021","Skin cancer","Age 40+","North West","Male","All","342","0","1","0","0","0","12","75","62","61","75","82",".a",".j"
"9361","Skin tumours","2019-2021","Skin cancer","Age 40+","South East","Female","All","445","1","0","0","0","2","62","32","51","109","119","199",".a",".j"
"9362","Skin tumours","2019-2021","Skin cancer","Age 40+","South East","Male","All","632","2","1","0","2","6","85","33","107","123","175","290",".a",".j"
"9363","Skin tumours","2019-2021","Skin cancer","Age 40+","South West","Female","All","344","0","0","0","0","1","22","29","70","90","89","89",".a",".j"
"9364","Skin tumours","2019-2021","Skin cancer","Age 40+","South West","Male","All","429","0","0","0","2","0","43","23","90","136","118","107",".a",".j"
"9365","Skin tumours","2019-2021","Skin cancer","Age 40+","East of England","Female","All","400","0","0","0","3","1","17","32","77","87","100","125",".a",".j"
"9366","Skin tumours","2019-2021","Skin cancer","Age 40+","East of England","Male","All","424","0","0","0","0","1","16","20","65","113","105","138",".a",".j"
"9367","Skin tumours","2019-2021","Skin cancer","Age 40+","London","Female","All","219","0","0","0","1","9","7","19","41","71","55","50",".a",".j"
"9368","Skin tumours","2019-2021","Skin cancer","Age 40+","London","Male","All","215","1","1","2","1","4","11","14","50","54","55","62",".a",".j"
"9369","Skin tumours","2019-2021","Skin cancer","Age 40+","Midlands","Female","All","468","1","0","0","0","0","25","58","76","98","124","138",".a",".j"
"9370","Skin tumours","2019-2021","Skin cancer","Age 40+","Midlands","Male","All","528","0","0","0","0","1","22","63","99","116","135","138",".a",".j"
"9371","Skin tumours","2019-2021","Skin cancer","Age 40+","North East and Yorkshire","Female","All","356","0","0","0","0","0","13","60","66","59","89","95",".a",".j"
"9372","Skin tumours","2019-2021","Skin cancer","Age 40+","North East and Yorkshire","Male","All","433","0","0","0","0","1","10","64","60","85","123","112",".a",".j"
"9373","Skin tumours","2019-2021","Skin cancer","Age 40+","North West","Female","All","369","0","0","0","0","0","9","75","57","59","97","90",".a",".j"
"9374","Skin tumours","2019-2021","Skin cancer","Age 40+","North West","Male","All","361","0","1","0","0","0","10","77","48","67","88","92",".a",".j"
"9375","Skin tumours","2019-2021","Skin cancer","Age 40+","South East","Female","All","736","0","0","0","0","3","64","37","89","162","199","316",".a",".j"
"9376","Skin tumours","2019-2021","Skin cancer","Age 40+","South East","Male","All","723","0","0","0","0","2","42","26","78","130","190","343",".a",".j"
"9377","Skin tumours","2019-2021","Skin cancer","Age 40+","South West","Female","All","466","0","0","0","0","0","21","29","87","121","133","117",".a",".j"
"9378","Skin tumours","2019-2021","Skin cancer","Age 40+","South West","Male","All","545","0","0","0","0","1","19","19","113","140","143","150",".a",".j"
"9379","Skin tumours","2019-2021","Skin cancer","Age 00-59","All England","Female","All","436","3","3","0","1","3","8","93","84","89","96","92",".a",".j"
"9380","Skin tumours","2019-2021","Skin cancer","Age 00-59","All England","Male","All","805","3","1","0","4","4","21","193","148","176","154","167",".a",".j"
"9381","Skin tumours","2019-2021","Skin cancer","Age 60+","East of England","Female","All","273","0","0","0","0","2","8","18","55","57","83","70",".a",".j"
"9382","Skin tumours","2019-2021","Skin cancer","Age 60+","East of England","Male","All","910","1","0","0","1","2","34","65","134","218","234","297",".a",".j"
"9383","Skin tumours","2019-2021","Skin cancer","Age 60+","London","Female","All","172","0","1","1","0","6","5","16","39","31","44","55",".a",".j"
"9384","Skin tumours","2019-2021","Skin cancer","Age 60+","London","Male","All","502","6","0","2","0","16","18","48","108","119","119","150",".a",".j"
"9385","Skin tumours","2019-2021","Skin cancer","Age 60+","Midlands","Female","All","304","1","0","0","0","0","9","49","54","68","60","83",".a",".j"
"9386","Skin tumours","2019-2021","Skin cancer","Age 60+","Midlands","Male","All","1144","2","0","0","1","4","28","142","165","267","277","328",".a",".j"
"9387","Skin tumours","2019-2021","Skin cancer","Age 60+","North East and Yorkshire","Female","All","261","0","0","0","0","0","3","52","47","46","59","60",".a",".j"
"9388","Skin tumours","2019-2021","Skin cancer","Age 60+","North East and Yorkshire","Male","All","945","2","2","0","0","5","17","173","152","190","231","225",".a",".j"
"9389","Skin tumours","2019-2021","Skin cancer","Age 60+","North West","Female","All","277","0","0","0","0","1","2","70","46","41","55","68",".a",".j"
"9390","Skin tumours","2019-2021","Skin cancer","Age 60+","North West","Male","All","808","1","1","0","1","0","7","179","137","161","181","160",".a",".j"
"9391","Skin tumours","2019-2021","Skin cancer","Age 60+","South East","Female","All","391","1","0","0","1","2","25","24","42","85","105","164",".a",".j"
"9392","Skin tumours","2019-2021","Skin cancer","Age 60+","South East","Male","All","1452","3","0","0","1","7","76","82","161","281","390","625",".a",".j"
"9393","Skin tumours","2019-2021","Skin cancer","Age 60+","South West","Female","All","394","0","0","0","0","2","10","28","80","109","89","100",".a",".j"
"9394","Skin tumours","2019-2021","Skin cancer","Age 60+","South West","Male","All","1311","0","1","0","0","2","24","90","236","386","313","313",".a",".j"
"9395","Skin tumours","2019-2021","Skin cancer","Age 60+","East of England","Female","All","539","0","0","0","0","3","10","43","85","140","112","172",".a",".j"
"9396","Skin tumours","2019-2021","Skin cancer","Age 60+","East of England","Male","All","1573","0","0","0","3","6","23","70","209","441","396","489",".a",".j"
"9397","Skin tumours","2019-2021","Skin cancer","Age 60+","London","Female","All","356","0","0","0","0","9","6","22","66","72","93","118",".a",".j"
"9398","Skin tumours","2019-2021","Skin cancer","Age 60+","London","Male","All","884","1","0","3","0","13","13","59","161","180","226","288",".a",".j"
"9399","Skin tumours","2019-2021","Skin cancer","Age 60+","Midlands","Female","All","606","0","0","0","0","2","13","84","92","119","162","164",".a",".j"
"9400","Skin tumours","2019-2021","Skin cancer","Age 60+","Midlands","Male","All","2099","1","1","0","2","2","31","228","329","474","538","567",".a",".j"
"9401","Skin tumours","2019-2021","Skin cancer","Age 60+","North East and Yorkshire","Female","All","520","0","0","0","1","0","8","106","86","77","111","149",".a",".j"
"9402","Skin tumours","2019-2021","Skin cancer","Age 60+","North East and Yorkshire","Male","All","1599","1","0","0","1","1","12","269","270","292","385","398",".a",".j"
"9403","Skin tumours","2019-2021","Skin cancer","Age 60+","North West","Female","All","521","0","1","0","0","0","3","95","92","89","133","116",".a",".j"
"9404","Skin tumours","2019-2021","Skin cancer","Age 60+","North West","Male","All","1456","0","3","0","2","2","18","297","204","253","340","387",".a",".j"
"9405","Skin tumours","2019-2021","Skin cancer","Age 60+","South East","Female","All","927","1","0","0","2","1","30","43","93","181","245","399",".a",".j"
"9406","Skin tumours","2019-2021","Skin cancer","Age 60+","South East","Male","All","2655","0","0","0","5","17","89","84","234","469","755","1224",".a",".j"
"9407","Skin tumours","2019-2021","Skin cancer","Age 60+","South West","Female","All","805","0","1","0","0","0","11","55","128","210","220","204",".a",".j"
"9408","Skin tumours","2019-2021","Skin cancer","Age 60+","South West","Male","All","2329","0","1","0","1","3","36","124","397","593","646","610",".a",".j"
"9409","Skin tumours","2019-2021","Skin cancer","All","All England","Female","All","169","0","1","0","0","2","4","32","26","38","41","39",".a",".j"
"9410","Skin tumours","2019-2021","Skin cancer","All","All England","Male","All","23","0","0","0","0","1","1","4","3","6","4","8",".a",".j"
"9411","Skin tumours","2019-2021","Skin cancer","All","All England","Female","All","303","7","7","3","3","2","19","45","58","78","91","72",".a",".j"
"9412","Skin tumours","2019-2021","Skin cancer","All","All England","Male","All","198","3","9","0","0","5","14","28","51","47","53","50",".a",".j"
"9413","Skin tumours","2019-2021","Skin cancer","Age 25+","All England","Female","All","417","0","0","0","0","4","33","69","72","90","112","111",".a",".j"
"9414","Skin tumours","2019-2021","Skin cancer","Age 25+","All England","Male","All","468","0","1","0","0","7","81","63","100","122","122","150",".a",".j"
"9415","Skin tumours","2019-2021","Skin cancer","Age 25+","All England","Female","All","211","0","0","0","0","1","22","28","31","52","60","63",".a",".j"
"9416","Skin tumours","2019-2021","Skin cancer","Age 25+","All England","Male","All","374","0","0","0","0","2","46","43","66","88","116","109",".a",".j"
"9417","Skin tumours","2019-2021","Skin cancer","Age 25+","All England","Female","All","411","1","2","0","1","0","30","38","67","96","104","140",".a",".j"
"9418","Skin tumours","2019-2021","Skin cancer","Age 25+","All England","Male","All","684","0","1","0","0","4","39","61","93","144","199","231",".a",".j"
"9419","Skin tumours","2019-2021","Skin cancer","Age 25+","All England","Female","All","365","0","0","0","1","5","24","46","42","85","117","105",".a",".j"
"9420","Skin tumours","2019-2021","Skin cancer","Age 25+","All England","Male","All","622","0","1","0","0","0","16","52","87","134","174","192",".a",".j"
"9421","Skin tumours","2019-2021","Skin cancer","Age 25+","All England","Female","All","1851","0","3","1","5","20","169","298","334","430","483","504",".a",".j"
"9422","Skin tumours","2019-2021","Skin cancer","Age 25+","All England","Male","All","1677","2","2","0","2","23","271","246","316","395","470","550",".a",".j"
"9423","Skin tumours","2019-2021","Skin cancer","Age 25+","All England","Female","All","522","0","0","0","0","4","40","55","81","112","141","177",".a",".j"
"9424","Skin tumours","2019-2021","Skin cancer","Age 25+","All England","Male","All","1079","0","1","1","2","3","130","111","182","231","314","378",".a",".j"
"9425","Skin tumours","2019-2021","Skin cancer","Age 25+","All England","Female","All","422","0","0","0","2","3","25","37","69","87","121","138",".a",".j"
"9426","Skin tumours","2019-2021","Skin cancer","Age 25+","All England","Male","All","1315","0","0","0","0","6","71","101","186","270","376","459",".a",".j"
"9427","Skin tumours","2019-2021","Skin cancer","Age 25+","All England","Female","All","3763","9","7","0","8","41","342","548","662","852","992","1116",".a",".j"
"9428","Skin tumours","2019-2021","Skin cancer","Age 25+","All England","Male","All","1270","3","3","0","3","15","250","157","220","292","397","478",".a",".j"
"9429","Skin tumours","2019-2021","Skin cancer","Age 25+","All England","Female","All","1577","0","1","0","1","17","146","136","216","386","461","543",".a",".j"
"9430","Skin tumours","2019-2021","Skin cancer","Age 25+","All England","Male","All","792","0","1","0","0","8","73","84","106","179","211","294",".a",".j"
"9431","Skin tumours","2019-2021","Skin cancer","Age 25+","All England","Female","All","1506","0","3","0","1","11","121","98","211","364","443","526",".a",".j"
"9432","Skin tumours","2019-2021","Skin cancer","Age 25+","All England","Male","All","936","0","1","1","0","10","60","56","140","211","266","335",".a",".j"
"9433","Skin tumours","2019-2021","Skin cancer","Age 25+","All England","Female","All","749","0","1","0","0","6","30","70","105","162","200","249",".a",".j"
"9434","Skin tumours","2019-2021","Skin cancer","Age 25+","All England","Male","All","474","0","0","0","1","1","14","33","53","103","129","172",".a",".j"
"9435","Skin tumours","2019-2021","Skin cancer","Age 25+","All England","Female","All","130","2","1","0","0","1","6","15","30","27","25","43",".a",".j"
"9436","Skin tumours","2019-2021","Skin cancer","Age 25+","All England","Male","All","292","2","2","0","0","0","24","42","57","81","67","73",".a",".j"
"9437","Skin tumours","2019-2021","Skin cancer","Age 25+","All England","Female","All","438","0","0","0","1","1","18","35","67","92","127","137",".a",".j"
"9438","Skin tumours","2019-2021","Skin cancer","Age 25+","All England","Male","All","1111","0","1","0","0","7","36","98","168","232","284","373",".a",".j"
"9439","Skin tumours","2019-2021","Skin cancer","Age 25+","All England","Female","All","281","0","0","0","0","2","23","49","56","68","62","71",".a",".j"
"9440","Skin tumours","2019-2021","Skin cancer","Age 25+","All England","Male","All","606","1","2","0","1","5","41","82","108","156","152","158",".a",".j"
"9441","Skin tumours","2019-2021","Skin cancer","Age 25+","All England","Female","All","271","0","0","0","0","0","12","35","40","64","69","75",".a",".j"
"9442","Skin tumours","2019-2021","Skin cancer","Age 25+","All England","Male","All","949","0","2","0","0","2","32","110","153","201","227","294",".a",".j"
"9443","Skin tumours","2019-2021","Skin cancer","Age 25+","All England","Female","All","760","1","3","2","2","13","50","109","151","167","192","212",".a",".j"
"9444","Skin tumours","2019-2021","Skin cancer","Age 25+","All England","Male","All","504","0","0","0","4","5","43","72","97","119","127","141",".a",".j"
"9445","Skin tumours","2019-2021","Skin cancer","Age 25+","All England","Female","All","1263","3","1","0","4","4","61","121","186","298","362","369",".a",".j"
"9446","Skin tumours","2019-2021","Skin cancer","Age 25+","All England","Male","All","854","2","1","0","0","3","30","76","131","185","226","272",".a",".j"
"9447","Skin tumours","2019-2021","Skin cancer","Age 25+","All England","Female","All","480","1","2","0","0","3","22","69","94","108","109","128",".a",".j"
"9448","Skin tumours","2019-2021","Skin cancer","Age 25+","All England","Male","All","331","0","3","0","0","8","20","56","55","94","76","81",".a",".j"
"9449","Skin tumours","2019-2021","Skin cancer","Age 25+","All England","Female","All","761","5","0","1","4","12","89","119","145","188","200","220",".a",".j"
"9450","Skin tumours","2019-2021","Skin cancer","Age 25+","All England","Male","All","518","5","3","0","1","9","70","61","95","117","163","170",".a",".j"
"9451","Skin tumours","2019-2021","Skin cancer","Age 25+","All England","Female","All","791","2","2","0","2","6","63","74","137","176","211","268",".a",".j"
"9452","Skin tumours","2019-2021","Skin cancer","Age 25+","All England","Male","All","702","3","1","0","2","5","41","58","86","160","207","243",".a",".j"
"9453","Skin tumours","2020-2022","Skin cancer","All","All England","Female","All",".k",".k",".k",".k",".k",".k",".k",".k",".k",".k",".k",".k",".a",".j"
"9454","Skin tumours","2020-2022","Skin cancer","All","All England","Male","All",".k",".k",".k",".k",".k",".k",".k",".k",".k",".k",".k",".k",".a",".j"
"9455","Skin tumours","2020-2022","Skin cancer","Age 00-24","All England","Female","All","85","2","0","0","1","3","43","25","23","27","33","26",".a",".j"
"9456","Skin tumours","2020-2022","Skin cancer","Age 00-24","All England","Male","All","65","0","0","0","0","0","36","11","17","21","27","25",".a",".j"
"9457","Skin tumours","2020-2022","Skin cancer","Age 25+","East of England","Female","All","176","0","0","0","0","3","73","19","33","59","69","72",".a",".j"
"9458","Skin tumours","2020-2022","Skin cancer","Age 25+","East of England","Male","All","227","0","0","0","0","2","109","21","44","74","85","114",".a",".j"
"9459","Skin tumours","2020-2022","Skin cancer","Age 25+","Midlands","Female","All","209","1","1","0","0","2","56","43","40","58","64","64",".a",".j"
"9460","Skin tumours","2020-2022","Skin cancer","Age 25+","Midlands","Male","All","286","1","1","0","0","2","114","47","58","74","110","115",".a",".j"
"9461","Skin tumours","2020-2022","Skin cancer","Age 25+","North East and Yorkshire","Female","All","182","0","0","0","0","2","55","54","39","47","54","45",".a",".j"
"9462","Skin tumours","2020-2022","Skin cancer","Age 25+","North East and Yorkshire","Male","All","238","2","0","0","0","6","82","61","54","67","68","78",".a",".j"
"9463","Skin tumours","2020-2022","Skin cancer","Age 25+","North West","Female","All","160","0","0","0","0","0","35","56","31","24","47","37",".a",".j"
"9464","Skin tumours","2020-2022","Skin cancer","Age 25+","North West","Male","All","222","1","0","2","2","0","67","63","59","48","63","61",".a",".j"
"9465","Skin tumours","2020-2022","Skin cancer","Age 25+","South East","Female","All","236","1","0","0","3","6","110","20","35","72","104","125",".a",".j"
"9466","Skin tumours","2020-2022","Skin cancer","Age 25+","South East","Male","All","300","1","1","0","0","3","209","30","62","97","113","212",".a",".j"
"9467","Skin tumours","2020-2022","Skin cancer","Age 25+","South West","Female","All","190","1","0","0","0","0","65","18","40","70","75","53",".a",".j"
"9468","Skin tumours","2020-2022","Skin cancer","Age 25+","South West","Male","All","200","0","0","0","0","3","82","20","46","57","82","80",".a",".j"
"9469","Skin tumours","2020-2022","Skin cancer","Age 25+","East of England","Female","All","127","0","0","0","0","0","43","10","23","42","56","39",".a",".j"
"9470","Skin tumours","2020-2022","Skin cancer","Age 25+","East of England","Male","All","214","1","0","0","0","1","67","17","42","77","64","83",".a",".j"
"9471","Skin tumours","2020-2022","Skin cancer","Age 25+","Midlands","Female","All","185","0","0","0","0","0","54","37","31","44","59","68",".a",".j"
"9472","Skin tumours","2020-2022","Skin cancer","Age 25+","Midlands","Male","All","319","1","0","0","0","0","106","47","50","91","115","123",".a",".j"
"9473","Skin tumours","2020-2022","Skin cancer","Age 25+","North East and Yorkshire","Female","All","131","0","0","0","0","0","49","33","41","29","47","30",".a",".j"
"9474","Skin tumours","2020-2022","Skin cancer","Age 25+","North East and Yorkshire","Male","All","259","1","0","0","1","0","67","62","69","62","84","51",".a",".j"
"9475","Skin tumours","2020-2022","Skin cancer","Age 25+","North West","Female","All","119","1","0","0","0","0","30","40","24","24","32","30",".a",".j"
"9476","Skin tumours","2020-2022","Skin cancer","Age 25+","North West","Male","All","246","0","0","0","0","1","44","67","41","64","62","57",".a",".j"
"9477","Skin tumours","2020-2022","Skin cancer","Age 25+","South East","Female","All","170","0","0","1","1","4","76","16","32","41","65","98",".a",".j"
"9478","Skin tumours","2020-2022","Skin cancer","Age 25+","South East","Male","All","291","0","0","0","0","0","166","28","36","89","133","171",".a",".j"
"9479","Skin tumours","2020-2022","Skin cancer","Age 25+","South West","Female","All","161","0","0","0","0","0","48","15","32","72","47","43",".a",".j"
"9480","Skin tumours","2020-2022","Skin cancer","Age 25+","South West","Male","All","217","0","0","0","2","1","68","24","47","70","76","71",".a",".j"
"9481","Skin tumours","2020-2022","Skin cancer","Age 25+","East of England","Female","All","296","0","1","0","0","1","44","16","59","90","90","87",".a",".j"
"9482","Skin tumours","2020-2022","Skin cancer","Age 25+","East of England","Male","All","387","0","0","0","2","4","93","25","66","123","130","142",".a",".j"
"9483","Skin tumours","2020-2022","Skin cancer","Age 25+","Midlands","Female","All","326","3","1","1","0","1","88","59","64","81","111","105",".a",".j"
"9484","Skin tumours","2020-2022","Skin cancer","Age 25+","Midlands","Male","All","518","3","1","0","1","0","102","84","90","119","172","160",".a",".j"
"9485","Skin tumours","2020-2022","Skin cancer","Age 25+","North East and Yorkshire","Female","All","252","1","0","0","0","1","55","59","46","59","75","70",".a",".j"
"9486","Skin tumours","2020-2022","Skin cancer","Age 25+","North East and Yorkshire","Male","All","442","4","0","0","0","1","101","92","93","106","117","140",".a",".j"
"9487","Skin tumours","2020-2022","Skin cancer","Age 25+","North West","Female","All","265","1","0","0","0","0","37","62","40","48","83","70",".a",".j"
"9488","Skin tumours","2020-2022","Skin cancer","Age 25+","North West","Male","All","372","0","0","0","0","0","48","58","76","85","100","101",".a",".j"
"9489","Skin tumours","2020-2022","Skin cancer","Age 25+","South East","Female","All","318","1","0","1","0","5","144","17","49","90","117","196",".a",".j"
"9490","Skin tumours","2020-2022","Skin cancer","Age 25+","South East","Male","All","555","4","0","0","0","4","204","26","79","128","197","337",".a",".j"
"9491","Skin tumours","2020-2022","Skin cancer","Age 25+","South West","Female","All","271","0","0","0","1","0","67","14","65","88","90","82",".a",".j"
"9492","Skin tumours","2020-2022","Skin cancer","Age 25+","South West","Male","All","410","0","0","0","0","1","85","27","78","160","121","110",".a",".j"
"9493","Skin tumours","2020-2022","Skin cancer","Age 25+","East of England","Female","All","321","0","1","0","0","3","54","30","55","89","92","113",".a",".j"
"9494","Skin tumours","2020-2022","Skin cancer","Age 25+","East of England","Male","All","351","1","0","0","2","1","59","18","56","95","110","135",".a",".j"
"9495","Skin tumours","2020-2022","Skin cancer","Age 25+","London","Female","All","110","4","0","1","0","1","27","9","23","40","38","33",".a",".j"
"9496","Skin tumours","2020-2022","Skin cancer","Age 25+","London","Male","All","183","0","0","0","2","11","19","14","34","48","63","56",".a",".j"
"9497","Skin tumours","2020-2022","Skin cancer","Age 25+","Midlands","Female","All","375","2","0","0","0","0","56","60","59","92","109","113",".a",".j"
"9498","Skin tumours","2020-2022","Skin cancer","Age 25+","Midlands","Male","All","470","0","0","0","1","2","69","59","68","135","138","142",".a",".j"
"9499","Skin tumours","2020-2022","Skin cancer","Age 25+","North East and Yorkshire","Female","All","283","3","0","0","0","0","60","72","43","59","80","92",".a",".j"
"9500","Skin tumours","2020-2022","Skin cancer","Age 25+","North East and Yorkshire","Male","All","417","2","0","0","0","0","56","88","74","99","117","97",".a",".j"
"9501","Skin tumours","2020-2022","Skin cancer","Age 25+","North West","Female","All","230","0","0","0","0","0","33","61","46","45","63","48",".a",".j"
"9502","Skin tumours","2020-2022","Skin cancer","Age 25+","North West","Male","All","301","0","1","0","0","0","34","53","55","57","94","77",".a",".j"
"9503","Skin tumours","2020-2022","Skin cancer","Age 25+","South East","Female","All","408","1","0","0","0","7","105","29","55","109","125","203",".a",".j"
"9504","Skin tumours","2020-2022","Skin cancer","Age 25+","South East","Male","All","466","1","0","0","0","2","113","21","57","113","139","252",".a",".j"
"9505","Skin tumours","2020-2022","Skin cancer","Age 25+","South West","Female","All","263","0","0","0","0","0","56","22","58","73","81","85",".a",".j"
"9506","Skin tumours","2020-2022","Skin cancer","Age 25+","South West","Male","All","295","0","1","0","1","1","54","16","57","91","90","98",".a",".j"
