"","Cancer Site","Year","Tumour Type","Age","Region","Gender","Deprivation","Ethnicity - White","Ethnicity - Asian excl Chinese","Ethnicity - Black","Ethnicity - Chinese","Ethnicity - Mixed","Ethnicity - Other","Ethnicity - Unknown","Deprivation quintile 1 - most deprived","Deprivation quintile 2","Deprivation quintile 3","Deprivation quintile 4","Deprivation quintile 5 - least deprived","Death Certificate Only","Kaplan-Meier survival 36m"
"2860","Skin tumours","2018","Skin cancer","Age 25+","South East","Male","All","464","0","0","0","1","6","272","46","85","148","186","278","0","96.4"
"2861","Skin tumours","2018","Skin cancer","Age 25+","South West","Female","All","419","0","0","0","0","2","78","34","97","130","123","115","0","98.4"
"2862","Skin tumours","2018","Skin cancer","Age 25+","South West","Male","All","467","0","0","0","1","1","89","40","93","153","132","140","0","95.8"
"2863","Skin tumours","2018","Skin cancer","Age 25+","East of England","Female","All","625","0","0","0","3","3","111","49","94","184","173","242","0","93.7"
"2864","Skin tumours","2018","Skin cancer","Age 25+","East of England","Male","All","793","2","0","0","2","3","106","50","135","218","227","276","0","91.8"
"2865","Skin tumours","2018","Skin cancer","Age 25+","London","Female","All","296","0","1","0","2","6","94","45","96","87","81","90","0","94.2"
"2866","Skin tumours","2018","Skin cancer","Age 25+","London","Male","All","302","0","1","0","1","9","73","34","79","80","99","94","0","89"
"2867","Skin tumours","2018","Skin cancer","Age 25+","Midlands","Female","All","926","0","0","0","1","1","146","135","178","223","276","262","0","94.4"
"2868","Skin tumours","2018","Skin cancer","Age 25+","Midlands","Male","All","1096","1","0","0","0","3","148","149","183","260","300","356","0","91.1"
"2869","Skin tumours","2018","Skin cancer","Age 25+","North East and Yorkshire","Female","All","749","0","0","0","0","3","83","188","132","166","162","187","0","93.1"
"2870","Skin tumours","2018","Skin cancer","Age 25+","North East and Yorkshire","Male","All","910","0","1","0","0","2","89","170","179","222","226","205","0","89.5"
"2871","Skin tumours","2018","Skin cancer","Age 25+","North West","Female","All","657","1","2","1","1","1","45","162","109","142","155","140","0","93.8"
"2872","Skin tumours","2018","Skin cancer","Age 25+","North West","Male","All","729","0","3","0","0","1","63","163","109","134","200","190","0","88.1"
"2873","Skin tumours","2018","Skin cancer","Age 25+","South East","Female","All","748","0","0","1","0","5","320","48","106","206","288","426","0","96"
"2874","Skin tumours","2018","Skin cancer","Age 25+","South East","Male","All","895","1","0","0","0","10","286","63","130","197","321","481","0","90.2"
"2875","Skin tumours","2018","Skin cancer","Age 25+","South West","Female","All","663","0","0","1","0","0","85","53","141","186","178","191","0","94.1"
"2876","Skin tumours","2018","Skin cancer","Age 25+","South West","Male","All","765","0","0","0","0","2","68","37","144","214","231","209","0","91.2"
"2877","Skin tumours","2018","Skin cancer","Age 25+","East of England","Female","All","636","1","0","0","2","0","57","59","113","180","157","187","0","79.8"
"2878","Skin tumours","2018","Skin cancer","Age 25+","East of England","Male","All","665","0","0","0","3","3","54","39","108","184","160","234","0","72.8"
"2879","Skin tumours","2018","Skin cancer","Age 25+","London","Female","All","323","4","1","0","1","9","64","46","83","85","89","99","0","77"
"2880","Skin tumours","2018","Skin cancer","Age 25+","London","Male","All","315","1","0","1","2","10","57","31","73","96","83","103","0","69.1"
"2881","Skin tumours","2018","Skin cancer","Age 25+","Midlands","Female","All","776","1","0","0","0","3","84","143","131","174","209","207","0","76.5"
"2882","Skin tumours","2018","Skin cancer","Age 25+","Midlands","Male","All","862","3","0","0","0","1","82","125","173","194","231","225","0","71.5"
"2883","Skin tumours","2018","Skin cancer","Age 25+","North East and Yorkshire","Female","All","693","0","0","0","0","0","66","166","131","143","149","170","0","78.1"
